Student_ID,Major_Category,Pre_GPA,Weekly_GenAI_Hours,Traditional_Study_Hours,Post_GPA,Skill_Retention_Score,Anxiety_Level_During_Exams,Burnout_Risk_Level,GPA_Improvement,Study_AI_Ratio
101401,STEM,2.66,11,7.45,2.73,78.3,7.0,Medium,0.07,0.68
101534,STEM,3.55,6,3.62,3.62,88.44,3.0,High,0.07,0.6
101559,Arts,3.93,10,18.25,4.00,90.69,3.0,Medium,0.07,1.83
101622,STEM,3.51,8,2.07,3.58,79.41,4.0,High,0.07,0.26
101641,Business,2.18,6,17.74,2.25,82.69,1.0,High,0.07,2.96
101686,Arts,3.36,13,14.84,3.43,69.19,7.0,Medium,0.07,1.14
101756,Arts,2.66,11,10.08,2.73,66.68,8.0,Medium,0.07,0.92
101878,Business,2.95,7,7.84,3.02,70.12,3.0,High,0.07,1.12
102034,Medical,3.77,16,10.67,3.84,58.47,4.0,Medium,0.07,0.67
102037,STEM,3.26,7,21.32,3.33,70.09,7.0,Low,0.07,3.05
102155,STEM,3.54,16,1.0,3.61,73.26,7.0,High,0.07,0.06
102177,STEM,3.62,10,11.64,3.69,88.31,1.0,Low,0.07,1.16
102226,Humanities,3.63,15,5.01,3.70,68.17,9.0,High,0.07,0.33
102375,Business,2.52,25,2.29,2.59,56.06,4.0,High,0.07,0.09
102436,Humanities,2.86,10,9.37,2.93,67.55,6.0,Medium,0.07,0.94
102605,STEM,2.55,29,1.0,2.62,49.25,5.0,High,0.07,0.03
102707,STEM,2.59,9,6.76,2.66,64.48,6.0,High,0.07,0.75
103119,STEM,3.31,6,11.13,3.38,88.16,3.0,Medium,0.07,1.86
103475,Arts,2.95,6,15.97,3.02,86.95,5.0,Medium,0.07,2.66
103515,Arts,3.91,12,7.62,3.98,76.29,1.0,Low,0.07,0.64
103566,Business,2.38,22,13.72,2.45,62.74,3.0,Low,0.07,0.62
104129,STEM,3.74,7,13.95,3.81,86.71,1.0,Low,0.07,1.99
104163,Business,3.81,11,5.71,3.88,63.83,8.0,High,0.07,0.52
104297,STEM,2.64,14,5.67,2.71,57.06,10.0,Medium,0.07,0.4
104304,Business,3.19,20,5.68,3.26,71.11,3.0,Medium,0.07,0.28
104351,Arts,3.93,6,8.62,4.00,90.73,3.0,Low,0.07,1.44
104410,Business,3.10,12,9.52,3.17,65.75,4.0,Low,0.07,0.79
104618,Medical,2.61,19,10.19,2.68,65.94,5.0,Medium,0.07,0.54
104655,Humanities,3.42,20,7.12,3.49,89.12,4.0,Medium,0.07,0.36
104895,Humanities,3.93,10,17.35,4.00,96.34,6.0,Low,0.07,1.74
104948,Business,2.83,18,19.43,2.90,59.1,5.0,High,0.07,1.08
105240,Humanities,1.67,21,10.36,1.74,61.38,3.0,High,0.07,0.49
105249,Humanities,3.08,16,8.95,3.15,89.08,6.0,High,0.07,0.56
105551,STEM,3.93,16,19.63,4.00,78.68,6.0,Low,0.07,1.23
105564,STEM,3.37,25,1.0,3.44,57.71,3.0,Medium,0.07,0.04
105605,STEM,2.99,9,13.07,3.06,79.84,1.0,Medium,0.07,1.45
105611,STEM,3.06,18,5.97,3.13,72.51,3.0,Medium,0.07,0.33
105723,Arts,3.53,11,12.6,3.60,73.6,3.0,Low,0.07,1.15
105894,STEM,3.69,25,9.88,3.76,62.07,5.0,Medium,0.07,0.4
106049,Arts,3.60,7,7.14,3.67,76.66,5.0,Medium,0.07,1.02
106187,Arts,2.98,6,11.02,3.05,86.5,5.0,Low,0.07,1.84
106436,Business,3.71,21,5.86,3.78,70.66,7.0,High,0.07,0.28
106567,Business,3.04,15,8.19,3.11,88.87,4.0,High,0.07,0.55
107083,Humanities,3.33,24,8.02,3.40,84.61,6.0,Medium,0.07,0.33
107282,STEM,2.81,31,6.01,2.88,62.52,5.0,High,0.07,0.19
107318,Business,3.52,14,6.42,3.59,87.41,4.0,Medium,0.07,0.46
107425,Humanities,3.63,9,2.73,3.70,68.9,5.0,Medium,0.07,0.3
107452,Humanities,3.90,34,6.14,3.97,63.18,5.0,High,0.07,0.18
107879,Business,3.93,6,9.0,4.00,50.98,2.0,Medium,0.07,1.5
108032,Business,3.57,13,3.43,3.64,87.15,9.0,Medium,0.07,0.26
108067,Humanities,2.25,21,12.63,2.32,79.35,7.0,High,0.07,0.6
108240,STEM,3.75,19,10.58,3.82,87.06,6.0,Medium,0.07,0.56
108251,Medical,3.31,22,4.42,3.38,81.56,8.0,High,0.07,0.2
108389,Business,2.80,9,9.48,2.87,41.99,4.0,Low,0.07,1.05
108529,Business,3.77,13,12.98,3.84,100.0,1.0,High,0.07,1.0
108735,Humanities,3.14,6,4.35,3.21,68.05,3.0,Low,0.07,0.73
109018,Arts,3.41,10,3.77,3.48,77.15,6.0,Medium,0.07,0.38
109045,Humanities,2.65,17,11.59,2.72,83.69,4.0,High,0.07,0.68
109134,STEM,3.56,7,10.82,3.63,70.34,3.0,Medium,0.07,1.55
109379,Medical,2.02,15,14.16,2.09,60.93,9.0,High,0.07,0.94
109810,Business,3.57,9,4.83,3.64,79.38,3.0,Medium,0.07,0.54
109967,Business,2.46,13,6.76,2.53,71.35,2.0,Medium,0.07,0.52
110137,STEM,3.59,30,1.99,3.66,71.97,6.0,High,0.07,0.07
110216,Arts,3.46,25,7.38,3.53,70.88,5.0,High,0.07,0.3
110310,Humanities,3.40,6,8.97,3.47,59.6,6.0,Medium,0.07,1.5
110406,STEM,3.50,9,7.16,3.57,56.24,5.0,Low,0.07,0.8
110415,Medical,3.85,7,7.91,3.92,83.29,1.0,Medium,0.07,1.13
110513,Humanities,3.93,6,8.75,4.00,82.58,5.0,Medium,0.07,1.46
110690,STEM,2.85,11,7.58,2.92,70.1,2.0,Low,0.07,0.69
110761,STEM,2.91,13,10.85,2.98,43.88,5.0,High,0.07,0.83
110841,Arts,3.93,17,16.62,4.00,60.95,4.0,Medium,0.07,0.98
110939,STEM,3.33,6,11.56,3.40,89.24,1.0,Medium,0.07,1.93
110981,Business,3.81,6,13.09,3.88,87.22,4.0,Low,0.07,2.18
111030,STEM,3.80,28,12.56,3.87,87.66,8.0,High,0.07,0.45
111032,STEM,3.54,29,8.58,3.61,52.13,10.0,High,0.07,0.3
111423,Medical,3.93,10,12.76,4.00,100.0,8.0,Medium,0.07,1.28
111584,Business,3.93,15,7.7,4.00,85.16,7.0,Low,0.07,0.51
111592,Medical,2.74,8,7.61,2.81,73.02,4.0,Medium,0.07,0.95
111612,STEM,3.49,15,11.44,3.56,71.29,7.0,Medium,0.07,0.76
111632,Medical,3.24,8,7.77,3.31,85.06,5.0,High,0.07,0.97
111648,Humanities,3.93,13,10.1,4.00,52.83,4.0,High,0.07,0.78
111892,STEM,2.72,23,1.0,2.79,85.49,1.0,Medium,0.07,0.04
111902,Medical,3.33,6,7.98,3.40,70.54,3.0,High,0.07,1.33
111940,Humanities,2.95,14,13.21,3.02,69.76,6.0,High,0.07,0.94
112031,Business,2.52,18,4.29,2.59,84.52,9.0,High,0.07,0.24
112199,STEM,2.92,21,10.32,2.99,100.0,7.0,High,0.07,0.49
112453,STEM,3.82,22,5.24,3.89,74.51,3.0,Medium,0.07,0.24
112535,STEM,2.79,6,12.16,2.86,100.0,5.0,Medium,0.07,2.03
112584,Arts,3.61,12,9.34,3.68,70.07,9.0,Medium,0.07,0.78
112861,Humanities,2.18,6,11.76,2.25,59.86,2.0,Medium,0.07,1.96
113333,Business,3.69,6,2.34,3.76,44.12,4.0,Medium,0.07,0.39
113369,Arts,3.36,20,1.0,3.43,72.52,5.0,High,0.07,0.05
113560,Business,3.63,11,14.12,3.70,94.98,5.0,Medium,0.07,1.28
113580,Business,3.93,16,14.1,4.00,63.75,5.0,Low,0.07,0.88
113966,Business,3.48,40,4.58,3.55,69.25,7.0,High,0.07,0.11
114084,STEM,3.93,15,19.09,4.00,85.61,4.0,Medium,0.07,1.27
114241,Arts,3.19,10,5.97,3.26,71.46,8.0,Medium,0.07,0.6
114384,STEM,2.65,16,5.97,2.72,76.42,1.0,Medium,0.07,0.37
114391,STEM,2.18,26,5.63,2.25,65.12,5.0,High,0.07,0.22
114471,Medical,2.76,11,17.49,2.83,91.68,4.0,High,0.07,1.59
114532,Medical,2.52,6,1.45,2.59,83.35,4.0,High,0.07,0.24
114708,Humanities,2.88,26,14.51,2.95,58.05,4.0,Medium,0.07,0.56
114788,Business,3.06,9,5.33,3.13,74.77,2.0,High,0.07,0.59
114937,Arts,3.51,28,8.79,3.58,79.55,2.0,Medium,0.07,0.31
115095,Business,3.54,6,8.39,3.61,66.41,2.0,Medium,0.07,1.4
115127,Business,3.29,6,5.35,3.36,67.06,2.0,Medium,0.07,0.89
115143,Business,3.29,18,3.64,3.36,78.05,4.0,High,0.07,0.2
115236,Humanities,3.46,20,7.69,3.53,71.3,8.0,High,0.07,0.38
115308,Medical,2.72,8,7.84,2.79,70.37,3.0,Low,0.07,0.98
115491,Humanities,3.28,10,17.5,3.35,63.78,3.0,Low,0.07,1.75
115751,Humanities,3.30,19,11.22,3.37,86.28,8.0,Medium,0.07,0.59
115832,STEM,3.26,11,10.46,3.33,86.39,3.0,Medium,0.07,0.95
115894,Business,3.67,15,10.63,3.74,67.48,6.0,Medium,0.07,0.71
115947,STEM,3.93,14,1.87,4.00,63.54,5.0,High,0.07,0.13
116161,Business,3.44,9,4.43,3.51,66.37,5.0,Medium,0.07,0.49
116252,Humanities,2.97,14,11.04,3.04,88.74,2.0,High,0.07,0.79
116292,STEM,3.69,6,2.41,3.76,94.78,2.0,High,0.07,0.4
116317,Humanities,2.85,11,5.52,2.92,81.32,3.0,Medium,0.07,0.5
116457,Business,1.98,21,8.88,2.05,67.46,3.0,Medium,0.07,0.42
117414,STEM,2.31,10,4.12,2.38,72.85,3.0,Medium,0.07,0.41
117756,Humanities,2.95,8,10.55,3.02,41.75,3.0,Medium,0.07,1.32
118254,Humanities,3.30,34,1.0,3.37,52.03,4.0,High,0.07,0.03
118277,STEM,3.93,10,16.45,4.00,80.12,4.0,Medium,0.07,1.65
118281,Medical,3.33,20,15.46,3.40,76.83,4.0,High,0.07,0.77
118352,Medical,3.36,16,9.56,3.43,91.21,6.0,High,0.07,0.6
118360,STEM,3.49,11,5.65,3.56,66.02,4.0,Low,0.07,0.51
118786,Business,3.72,6,10.42,3.79,90.7,2.0,Medium,0.07,1.74
118928,Humanities,3.93,6,1.88,4.00,90.68,6.0,High,0.07,0.31
119016,STEM,3.65,17,9.39,3.72,97.29,1.0,Medium,0.07,0.55
119167,STEM,3.93,14,4.1,4.00,84.49,7.0,Medium,0.07,0.29
119294,Arts,3.37,15,6.31,3.44,80.8,5.0,High,0.07,0.42
119418,Medical,3.45,23,17.87,3.52,73.21,3.0,High,0.07,0.78
119609,Business,2.92,6,8.85,2.99,84.01,3.0,Medium,0.07,1.47
120164,Arts,3.69,21,4.02,3.76,80.98,8.0,High,0.07,0.19
120176,STEM,3.08,11,3.24,3.15,53.18,4.0,High,0.07,0.29
120193,Business,2.73,12,14.75,2.80,72.9,5.0,Medium,0.07,1.23
120611,Humanities,3.93,7,17.41,4.00,68.62,4.0,Low,0.07,2.49
120635,STEM,3.58,6,4.7,3.65,96.56,1.0,Medium,0.07,0.78
120643,STEM,2.71,15,22.69,2.78,79.26,7.0,Low,0.07,1.51
120801,Business,3.37,7,8.37,3.44,82.71,3.0,Low,0.07,1.2
120851,STEM,3.93,11,17.71,4.00,61.28,4.0,Low,0.07,1.61
120967,Business,2.75,7,5.93,2.82,68.52,6.0,High,0.07,0.85
121144,Business,3.42,9,1.0,3.49,49.69,5.0,Low,0.07,0.11
121401,Business,2.85,7,5.57,2.92,76.15,6.0,Medium,0.07,0.8
121464,Business,3.87,7,4.03,3.94,66.83,2.0,Low,0.07,0.58
121597,Arts,2.26,8,11.54,2.33,73.88,5.0,High,0.07,1.44
121764,Humanities,3.01,16,11.44,3.08,67.24,1.0,High,0.07,0.72
122178,STEM,3.43,8,1.0,3.50,75.84,4.0,Low,0.07,0.13
122293,Humanities,3.37,16,5.9,3.44,49.56,3.0,High,0.07,0.37
122350,Arts,2.85,26,14.78,2.92,61.62,4.0,Medium,0.07,0.57
122389,Medical,3.28,8,4.48,3.35,82.92,6.0,Low,0.07,0.56
122516,Medical,2.58,8,6.61,2.65,73.76,6.0,Medium,0.07,0.83
122620,STEM,3.68,6,1.9,3.75,87.96,1.0,High,0.07,0.32
122651,STEM,3.61,27,1.83,3.68,58.81,5.0,High,0.07,0.07
122830,Business,2.70,6,13.98,2.77,87.39,4.0,Medium,0.07,2.33
122871,Humanities,3.47,13,11.7,3.54,78.2,6.0,Low,0.07,0.9
123016,STEM,2.74,21,9.47,2.81,78.45,5.0,Low,0.07,0.45
123022,STEM,2.95,31,13.91,3.02,56.47,6.0,High,0.07,0.45
123200,STEM,3.39,40,4.4,3.46,70.03,7.0,High,0.07,0.11
123328,Business,3.11,7,1.0,3.18,89.9,1.0,High,0.07,0.14
123675,Business,3.66,7,14.97,3.73,75.52,2.0,Low,0.07,2.14
123789,STEM,2.70,11,6.79,2.77,64.58,3.0,High,0.07,0.62
123889,Business,3.32,37,11.39,3.39,75.6,2.0,High,0.07,0.31
123890,Humanities,3.31,6,15.23,3.38,89.61,2.0,Low,0.07,2.54
124013,STEM,2.39,25,10.74,2.46,85.12,4.0,Medium,0.07,0.43
124091,STEM,3.76,20,1.0,3.83,80.02,3.0,High,0.07,0.05
124181,Humanities,3.23,9,12.21,3.30,69.37,2.0,Medium,0.07,1.36
124389,Medical,2.89,8,12.46,2.96,84.35,7.0,Low,0.07,1.56
124699,Arts,2.89,20,10.46,2.96,68.72,7.0,Medium,0.07,0.52
124734,STEM,3.45,13,11.16,3.52,100.0,1.0,Medium,0.07,0.86
124860,Business,3.42,7,9.3,3.49,75.69,4.0,High,0.07,1.33
124928,Business,2.95,18,6.04,3.02,83.13,5.0,Low,0.07,0.34
125064,STEM,2.95,14,11.54,3.02,33.57,7.0,High,0.07,0.82
125267,Business,3.93,6,11.0,4.00,89.3,4.0,Low,0.07,1.83
125381,STEM,3.01,6,9.45,3.08,83.69,2.0,High,0.07,1.58
125522,STEM,3.64,40,10.89,3.71,60.65,7.0,High,0.07,0.27
125559,Business,3.27,8,8.12,3.34,66.49,6.0,Medium,0.07,1.02
125581,STEM,3.93,6,26.69,4.00,76.89,2.0,Low,0.07,4.45
125646,Medical,3.93,6,12.32,4.00,71.93,3.0,High,0.07,2.05
125743,STEM,2.98,27,16.72,3.05,85.32,6.0,Medium,0.07,0.62
125804,Business,2.82,7,10.43,2.89,79.14,4.0,Low,0.07,1.49
125809,Business,3.61,26,4.06,3.68,47.22,9.0,High,0.07,0.16
125880,Business,3.93,7,11.97,4.00,90.19,3.0,Medium,0.07,1.71
126290,Arts,3.89,10,7.87,3.96,82.98,7.0,Medium,0.07,0.79
126315,Arts,3.93,19,14.05,4.00,68.56,3.0,High,0.07,0.74
126484,STEM,3.43,14,9.53,3.50,77.12,3.0,High,0.07,0.68
126591,Medical,3.63,9,7.4,3.70,82.25,4.0,Medium,0.07,0.82
126914,Business,3.02,7,12.3,3.09,71.87,3.0,Low,0.07,1.76
127349,STEM,2.88,18,12.59,2.95,65.24,2.0,Medium,0.07,0.7
127352,Business,3.54,33,2.46,3.61,66.67,2.0,High,0.07,0.07
127528,Business,3.18,12,7.89,3.25,76.78,6.0,Medium,0.07,0.66
127600,Humanities,2.46,8,13.95,2.53,97.55,2.0,Low,0.07,1.74
127685,Humanities,3.16,21,10.75,3.23,90.25,8.0,High,0.07,0.51
127718,STEM,3.93,20,13.59,4.00,86.83,5.0,High,0.07,0.68
127748,Arts,2.93,6,15.8,3.00,71.67,6.0,Medium,0.07,2.63
127979,Humanities,3.11,19,10.89,3.18,83.89,4.0,Medium,0.07,0.57
128016,STEM,3.71,23,6.28,3.78,75.7,6.0,Medium,0.07,0.27
128075,Arts,1.96,6,8.42,2.03,62.55,4.0,Low,0.07,1.4
128106,Business,3.11,12,9.4,3.18,74.19,8.0,Medium,0.07,0.78
128252,Medical,3.39,31,10.3,3.46,70.99,4.0,High,0.07,0.33
128315,Business,3.58,8,7.23,3.65,64.22,4.0,High,0.07,0.9
128392,STEM,2.77,10,7.97,2.84,74.31,3.0,High,0.07,0.8
128570,STEM,3.05,26,10.82,3.12,68.3,9.0,High,0.07,0.42
128727,Business,3.23,11,8.39,3.30,72.49,6.0,Medium,0.07,0.76
128888,STEM,3.22,31,8.91,3.29,84.05,1.0,High,0.07,0.29
129107,Business,3.56,9,7.74,3.63,79.22,3.0,Medium,0.07,0.86
129295,STEM,3.40,10,4.87,3.47,69.88,6.0,High,0.07,0.49
129326,Humanities,2.75,6,9.35,2.82,47.83,3.0,Medium,0.07,1.56
129467,STEM,2.97,11,7.07,3.04,64.5,9.0,Medium,0.07,0.64
129703,Humanities,2.56,8,16.28,2.63,62.38,6.0,High,0.07,2.04
129741,Business,3.02,6,16.61,3.09,85.19,1.0,Medium,0.07,2.77
129745,Arts,3.93,7,5.37,4.00,88.84,1.0,High,0.07,0.77
129827,Business,1.96,7,15.43,2.03,75.32,3.0,Low,0.07,2.2
129875,Business,2.35,16,5.38,2.42,55.69,5.0,High,0.07,0.34
129952,Humanities,3.76,17,19.99,3.83,80.76,7.0,Low,0.07,1.18
130083,Arts,2.55,8,13.93,2.62,62.19,3.0,Medium,0.07,1.74
130158,STEM,3.93,15,11.31,4.00,69.28,4.0,Low,0.07,0.75
130347,Humanities,3.24,16,14.73,3.31,100.0,3.0,Medium,0.07,0.92
130438,Arts,2.27,7,6.83,2.34,47.43,1.0,Medium,0.07,0.98
130482,STEM,3.16,11,10.68,3.23,83.33,5.0,Medium,0.07,0.97
130570,Business,3.02,6,16.08,3.09,88.22,1.0,Medium,0.07,2.68
130676,Business,3.43,8,15.27,3.50,92.62,5.0,Low,0.07,1.91
130682,STEM,2.67,13,1.18,2.74,64.65,7.0,Medium,0.07,0.09
130997,Arts,2.84,12,4.92,2.91,100.0,2.0,High,0.07,0.41
131040,Business,3.79,16,17.37,3.86,97.9,6.0,Medium,0.07,1.09
131123,Medical,3.45,15,14.84,3.52,57.59,3.0,Medium,0.07,0.99
131192,STEM,3.66,9,7.16,3.73,100.0,5.0,High,0.07,0.8
131233,STEM,2.52,16,14.01,2.59,79.21,5.0,Medium,0.07,0.88
131491,STEM,2.96,10,4.64,3.03,68.73,5.0,Low,0.07,0.46
131554,Business,2.45,8,1.0,2.52,61.77,1.0,Medium,0.07,0.13
131688,Business,3.03,18,5.62,3.10,46.35,2.0,High,0.07,0.31
131694,Business,2.29,6,1.0,2.36,72.76,3.0,Medium,0.07,0.17
131747,Humanities,2.81,13,3.6,2.88,52.64,4.0,Low,0.07,0.28
131834,Business,2.99,13,9.06,3.06,77.33,7.0,High,0.07,0.7
131990,Humanities,3.19,7,6.6,3.26,76.27,2.0,High,0.07,0.94
131993,Business,2.69,11,10.98,2.76,69.85,10.0,Medium,0.07,1.0
132136,STEM,3.67,31,14.82,3.74,84.19,10.0,High,0.07,0.48
132246,Business,2.47,9,12.56,2.54,71.56,4.0,Medium,0.07,1.4
132561,STEM,3.65,40,8.26,3.72,71.48,6.0,High,0.07,0.21
132632,Humanities,3.22,11,7.89,3.29,100.0,3.0,Low,0.07,0.72
133185,STEM,3.80,8,7.52,3.87,72.19,4.0,Low,0.07,0.94
133294,Humanities,2.05,6,7.7,2.12,60.66,4.0,Medium,0.07,1.28
133523,Humanities,3.52,10,3.79,3.59,57.37,2.0,Low,0.07,0.38
133644,Business,3.04,14,5.15,3.11,65.08,5.0,High,0.07,0.37
133707,STEM,3.80,7,1.0,3.87,62.4,1.0,Low,0.07,0.14
133739,STEM,3.64,6,11.31,3.71,80.76,2.0,High,0.07,1.89
133799,STEM,3.03,13,10.99,3.10,83.73,5.0,High,0.07,0.85
133903,Medical,3.14,21,8.64,3.21,76.86,4.0,High,0.07,0.41
133907,Humanities,3.93,20,4.42,4.00,84.99,4.0,Medium,0.07,0.22
134024,STEM,3.40,7,12.62,3.47,81.1,4.0,Low,0.07,1.8
134163,Business,3.27,16,10.23,3.34,97.03,9.0,High,0.07,0.64
134228,Humanities,3.70,11,7.72,3.77,94.99,4.0,High,0.07,0.7
134329,Medical,2.47,10,11.01,2.54,85.37,3.0,Low,0.07,1.1
134399,STEM,2.77,18,10.64,2.84,71.52,9.0,High,0.07,0.59
134527,Business,2.69,6,2.07,2.76,70.58,4.0,Medium,0.07,0.35
134603,STEM,2.78,27,9.72,2.85,66.79,5.0,High,0.07,0.36
134782,Medical,2.46,7,1.0,2.53,60.02,5.0,Medium,0.07,0.14
134819,Medical,2.37,12,22.07,2.44,70.61,6.0,High,0.07,1.84
134967,Business,3.43,19,13.59,3.50,83.94,6.0,High,0.07,0.72
135034,Humanities,3.39,12,11.25,3.46,74.33,5.0,Medium,0.07,0.94
135059,Business,2.74,10,6.62,2.81,60.65,3.0,Medium,0.07,0.66
135164,Business,2.47,20,5.87,2.54,72.09,2.0,High,0.07,0.29
135435,Humanities,3.66,13,1.0,3.73,83.81,4.0,High,0.07,0.08
135579,Humanities,2.82,8,13.29,2.89,88.2,3.0,Medium,0.07,1.66
135605,Humanities,3.20,10,6.85,3.27,74.97,3.0,Medium,0.07,0.68
135625,STEM,2.53,12,12.35,2.60,81.77,4.0,High,0.07,1.03
135690,Humanities,3.77,10,16.11,3.84,77.48,6.0,Low,0.07,1.61
135816,Arts,3.28,6,11.57,3.35,63.67,3.0,Medium,0.07,1.93
136247,Business,3.84,12,6.8,3.91,87.48,3.0,Medium,0.07,0.57
136248,Humanities,3.40,20,10.22,3.47,92.87,5.0,Medium,0.07,0.51
136363,Business,3.28,14,7.78,3.35,77.33,6.0,High,0.07,0.56
136496,STEM,2.62,31,6.97,2.69,80.44,8.0,High,0.07,0.22
136823,Business,2.66,31,6.97,2.73,70.56,2.0,High,0.07,0.22
136841,Medical,2.74,36,3.4,2.81,86.78,4.0,High,0.07,0.09
137026,STEM,3.52,13,12.61,3.59,64.48,3.0,High,0.07,0.97
137100,Medical,3.25,8,3.06,3.32,68.82,3.0,Low,0.07,0.38
137343,STEM,3.74,16,2.79,3.81,67.36,6.0,Medium,0.07,0.17
137700,Medical,3.57,6,14.79,3.64,70.46,8.0,Low,0.07,2.47
137964,Medical,3.00,12,8.85,3.07,94.11,9.0,Low,0.07,0.74
138058,STEM,2.32,35,2.46,2.39,55.1,4.0,High,0.07,0.07
138386,STEM,3.72,28,11.61,3.79,100.0,7.0,Medium,0.07,0.41
138555,Business,3.11,20,3.83,3.18,64.41,8.0,High,0.07,0.19
138727,STEM,3.71,40,5.8,3.78,61.08,5.0,High,0.07,0.15
138775,Humanities,3.29,7,12.0,3.36,74.44,3.0,High,0.07,1.71
138879,STEM,2.36,15,5.28,2.43,59.81,5.0,High,0.07,0.35
138911,Business,3.93,10,16.5,4.00,77.69,3.0,Low,0.07,1.65
138948,Business,3.49,15,5.7,3.56,80.02,1.0,Low,0.07,0.38
139018,Medical,3.93,11,14.7,4.00,67.01,5.0,Low,0.07,1.34
139037,Business,3.68,7,12.7,3.75,81.62,6.0,Low,0.07,1.81
139074,Business,2.28,7,15.11,2.35,77.59,4.0,Medium,0.07,2.16
139087,Business,3.07,6,7.51,3.14,57.46,1.0,Low,0.07,1.25
139114,STEM,3.34,6,6.46,3.41,82.25,7.0,High,0.07,1.08
139270,STEM,3.93,12,18.93,4.00,100.0,6.0,High,0.07,1.58
139389,Business,2.83,11,9.13,2.90,81.13,2.0,Medium,0.07,0.83
139518,Medical,2.72,8,1.0,2.79,60.82,4.0,High,0.07,0.13
139695,STEM,2.79,7,22.16,2.86,76.81,1.0,Medium,0.07,3.17
139769,STEM,2.57,7,13.71,2.64,64.9,5.0,Low,0.07,1.96
140013,Arts,3.90,11,14.21,3.97,50.38,2.0,Medium,0.07,1.29
140122,STEM,3.46,20,5.72,3.53,67.42,7.0,High,0.07,0.29
140284,STEM,2.59,33,11.18,2.66,75.92,10.0,Medium,0.07,0.34
140339,Business,3.08,6,10.95,3.15,83.44,3.0,Medium,0.07,1.83
140375,STEM,2.41,30,6.39,2.48,70.77,10.0,High,0.07,0.21
140894,STEM,3.40,12,1.0,3.47,81.92,4.0,Low,0.07,0.08
141407,Humanities,2.94,12,1.0,3.01,69.97,5.0,Low,0.07,0.08
141794,Medical,2.76,18,8.83,2.83,84.17,8.0,Medium,0.07,0.49
142140,Humanities,1.86,6,10.99,1.93,72.86,2.0,High,0.07,1.83
142323,Business,2.00,10,7.4,2.07,95.88,6.0,Medium,0.07,0.74
142670,Business,3.30,6,8.61,3.37,69.77,4.0,Medium,0.07,1.43
142683,Business,3.08,10,1.0,3.15,76.68,7.0,Medium,0.07,0.1
142712,Medical,2.28,16,5.31,2.35,86.11,5.0,High,0.07,0.33
142928,Humanities,3.49,25,6.45,3.56,56.35,8.0,High,0.07,0.26
142954,STEM,3.57,8,14.37,3.64,85.63,1.0,Low,0.07,1.8
143370,Business,3.29,19,11.44,3.36,68.65,3.0,Medium,0.07,0.6
143833,Humanities,3.93,8,15.43,4.00,100.0,1.0,High,0.07,1.93
143869,Humanities,2.42,10,8.91,2.49,58.78,7.0,High,0.07,0.89
143945,STEM,2.53,21,7.35,2.60,75.87,9.0,High,0.07,0.35
144124,STEM,2.56,12,6.73,2.63,58.02,5.0,Low,0.07,0.56
144154,Business,3.16,13,8.42,3.23,59.57,8.0,High,0.07,0.65
144178,Business,2.66,14,7.61,2.73,92.86,5.0,High,0.07,0.54
144242,Humanities,2.47,9,13.77,2.54,69.63,2.0,Medium,0.07,1.53
144292,Business,2.47,19,9.3,2.54,51.31,4.0,High,0.07,0.49
144411,STEM,3.17,9,14.96,3.24,75.38,3.0,Medium,0.07,1.66
144450,Humanities,3.49,16,14.84,3.56,60.74,3.0,Medium,0.07,0.93
144709,Arts,3.32,30,14.28,3.39,67.35,7.0,High,0.07,0.48
144804,STEM,3.65,35,13.05,3.72,66.78,7.0,High,0.07,0.37
145111,Humanities,3.66,6,7.57,3.73,85.15,3.0,Medium,0.07,1.26
145423,STEM,3.11,10,4.05,3.18,84.3,1.0,High,0.07,0.4
145430,STEM,3.43,27,7.99,3.50,74.51,4.0,Medium,0.07,0.3
145579,Business,2.66,12,10.18,2.73,83.31,5.0,Medium,0.07,0.85
145625,Humanities,3.84,12,5.88,3.91,59.41,3.0,Medium,0.07,0.49
145640,Business,3.70,17,3.39,3.77,83.92,4.0,High,0.07,0.2
145751,Humanities,2.97,32,1.0,3.04,50.29,8.0,High,0.07,0.03
146016,Humanities,3.11,15,12.78,3.18,71.03,3.0,High,0.07,0.85
146372,Business,2.33,6,21.67,2.40,91.27,1.0,Low,0.07,3.61
146432,STEM,3.52,12,1.0,3.59,71.68,4.0,Medium,0.07,0.08
146439,Arts,3.81,10,7.87,3.88,76.03,5.0,Medium,0.07,0.79
146567,Business,2.81,7,5.14,2.88,77.0,7.0,Medium,0.07,0.73
146672,STEM,2.37,13,6.96,2.44,79.13,3.0,High,0.07,0.54
146687,Medical,3.93,18,4.98,4.00,87.56,4.0,Medium,0.07,0.28
146690,Arts,3.78,14,6.82,3.85,76.23,7.0,High,0.07,0.49
146781,Humanities,3.58,10,9.0,3.65,55.03,5.0,Medium,0.07,0.9
146874,Humanities,3.60,8,6.85,3.67,82.05,4.0,High,0.07,0.86
147008,STEM,2.28,27,5.85,2.35,60.17,8.0,Medium,0.07,0.22
147272,Business,3.44,9,12.85,3.51,62.57,8.0,Medium,0.07,1.43
147326,Business,3.34,10,4.48,3.41,77.95,1.0,Medium,0.07,0.45
147395,STEM,3.34,22,2.89,3.41,52.72,10.0,Medium,0.07,0.13
147506,STEM,3.00,7,12.6,3.07,76.25,2.0,Medium,0.07,1.8
