item_id,order_id,product_id,quantity,unit_price,discount_percent
I09782,O04967,P0369,4,13198,12
I09783,O04287,P0452,2,32589,20
I09784,O01051,P0097,5,43038,29
I09785,O03866,P0270,2,56133,20
I09786,O03246,P0283,2,73191,7
I09787,O03672,P0452,4,46169,34
I09788,O02726,P0363,3,45573,8
I09789,O04013,P0331,1,22088,12
I09790,O04056,P0484,5,20500,14
I09791,O03242,P0477,1,76337,38
I09792,O01873,P0164,4,9027,1
I09793,O00568,P0267,1,56145,4
I09794,O02603,P0326,3,62648,8
I09795,O04439,P0147,4,67425,38
I09796,O02008,P0283,3,50274,30
I09797,O01322,P0074,1,55944,8
I09798,O00439,P0080,2,70879,4
I09799,O01546,P0038,3,25314,6
I09800,O04511,P0026,4,48506,3
I09801,O04542,P0277,4,4373,18
I09802,O02397,P0233,3,55860,8
I09803,O02477,P0151,5,76377,20
I09804,O02269,P0048,5,47769,11
I09805,O04098,P0463,3,79083,29
I09806,O03023,P0455,2,82814,23
I09807,O01621,P0379,4,95725,18
I09808,O04088,P0404,5,7927,15
I09809,O01694,P0022,2,53675,8
I09810,O02404,P0195,1,29695,0
I09811,O04676,P0155,4,94190,18
I09812,O03606,P0031,4,43161,32
I09813,O03781,P0199,4,17405,1
I09814,O04634,P0287,2,54642,40
I09815,O00391,P0300,4,96410,21
I09816,O01730,P0437,3,3106,22
I09817,O03763,P0034,5,54903,26
I09818,O04314,P0260,2,51959,26
I09819,O03602,P0186,1,94704,24
I09820,O03426,P0303,2,23507,38
I09821,O04079,P0003,3,49427,34
I09822,O02652,P0253,3,88751,12
I09823,O02465,P0322,-5,1649,19
I09824,O01332,P0480,2,28040,20
I09825,O00137,P0032,4,4150,27
I09826,O04152,P0454,4,92961,20
I09827,O01613,P0232,2,76555,5
I09828,O03609,P0458,1,60888,17
I09829,O04330,P0393,5,98749,26
I09830,O01708,P0429,1,16424,12
I09831,O01027,P0492,2,74800,21
I09832,O00931,P0139,4,44875,33
I09833,O02891,P0374,1,91709,39
I09834,O00822,P0195,2,32159,37
I09835,O01048,P0434,5,55592,20
I09836,O03944,P0331,3,13728,16
I09837,O02713,P0035,5,20372,24
I09838,O00910,P0368,4,29690,29
I09839,O00487,P0377,4,42628,11
I09840,O01791,P0117,4,86257,29
I09841,O04273,P0133,2,5944,26
I09842,O01232,P0115,4,55281,17
I09843,O03489,P0449,5,87918,1
I09844,O04545,P0248,1,46596,3
I09845,O00416,P0305,2,98850,36
I09846,O04866,P0390,4,36727,38
I09847,O02957,P0215,1,95397,26
I09848,O04814,P0188,4,1370,39
I09849,O01522,P0197,3,49043,35
I09850,O04801,P0096,2,79919,23
I09851,O04597,P0008,1,60155,28
I09852,O00403,P0002,3,63102,22
I09853,O03202,P0460,5,21595,20
I09854,O02127,P0432,-3,22223,13
I09855,O02901,P0465,5,84305,23
I09856,O03620,P0094,1,67274,38
I09857,O00170,P0282,1,23561,16
I09858,O02108,P0222,4,7634,31
I09859,O03107,P0423,2,95008,20
I09860,O02873,P0336,2,76997,3
I09861,O03504,P0094,4,25103,28
I09862,O02404,P0117,-2,66754,2
I09863,O02847,P0190,1,70618,39
I09864,O01345,P0208,3,43297,8
I09865,O02551,P0123,3,6133,7
I09866,O03797,P0387,4,15007,6
I09867,O02166,P0392,4,88269,20
I09868,O01161,P0264,5,16027,27
I09869,O01561,P0321,1,43109,34
I09870,O03524,P0009,5,83140,27
I09871,O02941,P0004,5,66401,10
I09872,O00649,P0046,4,51838,16
I09873,O03868,P0465,3,23323,26
I09874,O03827,P0496,5,57935,37
I09875,O03691,P0150,2,1965,1
I09876,O02600,P0349,-5,30789,3
I09877,O02684,P0267,1,62296,26
I09878,O03881,P0380,3,32968,29
I09879,O00047,P0460,3,72760,4
I09880,O03131,P0104,3,8338,30
I09881,O03397,P0083,4,62474,19
I09882,O01667,P0313,4,51232,40
I09883,O01986,P0213,1,34026,24
I09884,O00200,P0412,2,98215,23
I09885,O02006,P0371,1,9743,28
I09886,O01964,P0445,3,40937,13
I09887,O00619,P0025,4,95739,8
I09888,O00693,P0407,3,33765,20
I09889,O04006,P0125,4,28321,34
I09890,O01636,P0197,3,2984,24
I09891,O00024,P0273,3,71181,2
I09892,O00691,P0357,5,38452,6
I09893,O02857,P0148,1,69451,15
I09894,O01614,P0474,4,17104,2
I09895,O01880,P0213,4,55301,4
I09896,O00871,P0243,3,9556,34
I09897,O01895,P0060,2,58251,23
I09898,O00253,P0219,4,25901,18
I09899,O04956,P0150,2,82593,37
I09900,O01616,P0020,2,54470,39
I09901,O02310,P0118,3,6720,33
I09902,O01295,P0236,3,70417,34
I09903,O04441,P0233,5,64274,26
I09904,O04282,P0492,1,65333,31
I09905,O04260,P0230,1,40782,17
I09906,O03362,P0329,2,44028,33
I09907,O01901,P0451,2,81043,38
I09908,O03279,P0214,5,22102,1
I09909,O03605,P0189,3,91121,24
I09910,O00344,P0392,3,5991,39
I09911,O01239,P0416,3,81890,13
I09912,O00270,P0286,3,57698,19
I09913,O04953,P0232,2,38195,30
I09914,O01303,P0422,1,37814,11
I09915,O03185,P0176,4,4295,16
I09916,O02490,P0461,3,92919,25
I09917,O03537,P0029,5,37359,9
I09918,O03186,P0330,2,91063,27
I09919,O00013,P0371,1,23277,1
I09920,O04900,P0387,3,88491,7
I09921,O02402,P0386,1,40773,6
I09922,O01726,P0397,1,7124,14
I09923,O04736,P0250,4,19104,14
I09924,O01401,P0229,2,6771,8
I09925,O03980,P0348,5,81777,18
I09926,O04827,P0145,5,35581,8
I09927,O01908,P0022,2,94752,9
I09928,O00224,P0170,5,86758,17
I09929,O04296,P0281,3,85671,24
I09930,O01103,P0379,2,62573,8
I09931,O00853,P0477,5,64802,36
I09932,O04401,P0344,1,48347,34
I09933,O04510,P0220,1,28888,6
I09934,O04937,P0335,3,61522,35
I09935,O03402,P0159,5,54497,38
I09936,O00142,P0243,4,90891,12
I09937,O01864,P0487,2,61159,35
I09938,O04820,P0424,2,42715,7
I09939,O04920,P0323,5,55057,7
I09940,O03635,P0310,2,81481,20
I09941,O01257,P0489,4,23233,30
I09942,O01476,P0441,1,4841,34
I09943,O01195,P0289,2,94934,39
I09944,O03301,P0484,4,39237,10
I09945,O04079,P0010,1,55726,25
I09946,O03667,P0177,-5,23044,38
I09947,O03633,P0463,3,67456,5
I09948,O01563,P0070,-1,72252,7
I09949,O03776,P0287,2,28449,1
I09950,O02302,P0347,5,10550,30
I09951,O01059,P0102,2,33815,1
I09952,O00055,P0230,4,85893,17
I09953,O01629,P0164,2,84949,16
I09954,O00932,P0439,4,53837,1
I09955,O03319,P0239,3,6771,17
I09956,O02977,P0239,1,49543,29
I09957,O00347,P0007,3,81577,11
I09958,O04511,P0051,1,86092,12
I09959,O04862,P0007,2,85524,30
I09960,O01700,P0319,4,2417,38
I09961,O00466,P0045,4,84872,0
I09962,O03820,P0174,1,69489,20
I09963,O01462,P0043,4,2298,35
I09964,O02334,P0121,3,25108,11
I09965,O04429,P0019,2,69217,5
I09966,O03277,P0066,1,98826,10
I09967,O01733,P0470,3,65124,4
I09968,O03841,P0384,4,8956,37
I09969,O03963,P0007,2,80116,34
I09970,O04985,P0421,3,46074,12
I09971,O02168,P0149,5,57961,25
I09972,O02622,P0398,5,92481,34
I09973,O01655,P0440,3,70012,39
I09974,O01673,P0229,-4,15139,25
I09975,O00628,P0026,4,82024,21
I09976,O02634,P0308,1,13460,15
I09977,O00868,P0180,5,94343,8
I09978,O02005,P0204,2,7501,6
I09979,O04408,P0396,4,9508,27
I09980,O04992,P0097,-4,8554,33
I09981,O00253,P0310,2,45944,30
I09982,O01846,P0468,3,69337,4
I09983,O03175,P0019,3,97684,29
I09984,O02674,P0014,5,25042,27
I09985,O02564,P0092,3,34286,34
I09986,O04830,P0209,2,69160,18
I09987,O00054,P0115,5,61235,9
I09988,O02168,P0107,3,39448,10
I09989,O01977,P0023,1,1335,27
I09990,O02863,P0436,2,63423,14
I09991,O00438,P0109,2,71340,9
I09992,O02586,P0185,3,31743,32
I09993,O02021,P0498,4,66373,17
I09994,O04772,P0405,4,68400,38
I09995,O03139,P0122,3,60019,0
I09996,O01275,P0405,5,41204,4
I09997,O01396,P0014,2,28475,32
I09998,O02197,P0211,3,4649,38
I09999,O02227,P0305,1,64801,7
I10000,O04353,P0125,1,14941,19
I10001,O04442,P0094,1,77546,39
I10002,O01930,P0004,5,38963,10
I10003,O04055,P0307,4,94135,29
I10004,O04161,P0457,2,43015,7
I10005,O04824,P0147,3,77015,15
I10006,O00275,P0122,3,65929,9
I10007,O04720,P0456,4,72047,25
I10008,O03376,P0435,2,80843,6
I10009,O03568,P0052,1,44755,15
I10010,O02942,P0124,5,6975,9
I10011,O00966,P0470,4,7524,7
I10012,O01500,P0061,1,21090,23
I10013,O02240,P0407,2,69231,35
I10014,O04487,P0071,1,66302,18
I10015,O04146,P0219,5,10264,11
I10016,O03741,P0143,3,6145,37
I10017,O00746,P0264,1,97469,5
I10018,O04065,P0376,1,5707,36
I10019,O04396,P0190,4,43020,22
I10020,O01927,P0388,4,48605,19
I10021,O03404,P0129,5,71288,10
I10022,O04735,P0472,4,20600,14
I10023,O03955,P0249,3,33135,2
I10024,O03195,P0126,3,93494,15
I10025,O03539,P0330,3,57523,2
I10026,O01800,P0010,4,16246,38
I10027,O01529,P0337,5,64896,33
I10028,O04813,P0429,1,67287,32
I10029,O02077,P0367,1,31561,6
I10030,O04096,P0010,3,26849,24
I10031,O02199,P0363,2,84789,1
I10032,O04836,P0082,1,98754,37
I10033,O01647,P0277,1,87782,40
I10034,O01239,P0337,1,22984,4
I10035,O00797,P0098,4,57760,7
I10036,O03055,P0022,5,82590,30
I10037,O02331,P0114,2,71869,16
I10038,O04661,P0487,4,56476,23
I10039,O04333,P0235,1,57774,37
I10040,O00905,P0398,3,69285,12
I10041,O04371,P0098,2,81584,30
I10042,O02871,P0365,1,41334,10
I10043,O01174,P0007,3,32592,29
I10044,O02150,P0269,3,82523,16
I10045,O02071,P0138,5,96323,32
I10046,O00467,P0141,2,94150,33
I10047,O00108,P0322,5,88634,13
I10048,O02902,P0199,5,4426,34
I10049,O00567,P0338,3,94938,40
I10050,O04099,P0369,5,79515,15
I10051,O02469,P0133,4,12712,30
I10052,O03468,P0081,2,26579,8
I10053,O02566,P0417,3,51980,23
I10054,O03412,P0230,1,92701,3
I10055,O00888,P0245,4,72048,20
I10056,O04100,P0176,3,47730,21
I10057,O03589,P0473,1,84921,12
I10058,O04547,P0250,5,41284,37
I10059,O01835,P0049,3,50131,2
I10060,O00020,P0130,4,33641,25
I10061,O03829,P0457,4,12681,16
I10062,O04597,P0057,2,45079,14
I10063,O01977,P0008,5,2792,13
I10064,O00735,P0106,3,3784,0
I10065,O02928,P0472,5,8816,22
I10066,O00431,P0482,3,95611,6
I10067,O00286,P0496,2,81169,7
I10068,O01523,P0266,1,23512,18
I10069,O03545,P0379,4,64058,5
I10070,O01458,P0083,2,98269,38
I10071,O00260,P0035,1,12320,26
I10072,O00378,P0037,3,26056,35
I10073,O02316,P0297,2,26839,29
I10074,O01266,P0267,4,98987,35
I10075,O03956,P0294,2,54478,34
I10076,O02133,P0306,-1,91438,10
I10077,O01635,P0179,2,21971,20
I10078,O03287,P0342,3,26629,24
I10079,O01538,P0468,1,13995,20
I10080,O04569,P0463,1,99321,9
I10081,O01295,P0229,3,15513,26
I10082,O01906,P0255,1,91174,37
I10083,O03568,P0365,2,74983,38
I10084,O04401,P0480,1,92751,23
I10085,O02953,P0155,3,24283,32
I10086,O02087,P0083,4,87952,5
I10087,O04966,P0095,4,77413,26
I10088,O00045,P0352,2,46075,6
I10089,O02028,P0483,4,20378,12
I10090,O02440,P0020,4,71208,33
I10091,O04109,P0122,4,77672,22
I10092,O02633,P0121,3,85274,8
I10093,O04771,P0205,4,94222,36
I10094,O00501,P0110,2,95664,32
I10095,O04092,P0333,4,64628,26
I10096,O03931,P0455,5,75499,24
I10097,O03972,P0228,3,6252,13
I10098,O00226,P0305,1,10856,11
I10099,O00046,P0064,4,18267,4
I10100,O02808,P0286,2,9895,1
I10101,O03916,P0335,5,19295,25
I10102,O01491,P0366,3,520,1
I10103,O02370,P0427,2,5218,23
I10104,O04135,P0273,2,75881,8
I10105,O00160,P0287,3,93476,18
I10106,O02408,P0205,1,18243,31
I10107,O00700,P0462,1,56208,3
I10108,O02841,P0400,2,48936,38
I10109,O02059,P0203,2,9903,8
I10110,O00958,P0103,5,90478,28
I10111,O02882,P0014,5,86219,34
I10112,O00313,P0144,5,25771,2
I10113,O00705,P0275,2,64619,31
I10114,O02615,P0279,-1,57984,29
I10115,O02341,P0349,1,51757,38
I10116,O00125,P0003,2,85512,30
I10117,O04764,P0077,1,67647,17
I10118,O01054,P0213,5,32447,14
I10119,O02664,P0195,3,60746,12
I10120,O03876,P0332,5,88072,7
I10121,O02336,P0275,2,40274,20
I10122,O02845,P0286,3,26457,31
I10123,O02298,P0261,2,56208,18
I10124,O04496,P0443,3,45214,26
I10125,O04244,P0213,5,67490,38
I10126,O01637,P0143,1,18284,20
I10127,O02849,P0007,2,48311,6
I10128,O03604,P0238,2,7318,25
I10129,O02912,P0023,5,49763,29
I10130,O03984,P0494,5,98948,38
I10131,O02149,P0258,5,86853,28
I10132,O04082,P0101,1,41534,17
I10133,O04674,P0371,5,86093,14
I10134,O00855,P0349,1,30642,13
I10135,O00766,P0198,1,9713,27
I10136,O02733,P0081,3,87758,37
I10137,O03303,P0085,2,98636,29
I10138,O00678,P0183,3,627,39
I10139,O01093,P0310,3,90280,20
I10140,O02149,P0307,1,74030,40
I10141,O01958,P0386,4,7231,29
I10142,O02599,P0271,4,45210,24
I10143,O01706,P0262,3,48952,13
I10144,O00194,P0014,1,97297,7
I10145,O01120,P0307,4,29277,37
I10146,O01036,P0138,5,38280,6
I10147,O01058,P0045,1,62166,8
I10148,O01750,P0264,1,65554,26
I10149,O02649,P0122,3,5922,33
I10150,O03984,P0225,1,72727,6
I10151,O02695,P0175,5,24951,35
I10152,O04576,P0120,4,943,37
I10153,O00674,P0026,1,21216,31
I10154,O04331,P0179,3,42397,8
I10155,O02078,P0340,2,41257,33
I10156,O03452,P0192,2,34269,3
I10157,O01631,P0231,1,6876,37
I10158,O03019,P0469,1,99890,21
I10159,O04638,P0282,3,84338,4
I10160,O01397,P0107,5,25582,27
I10161,O03850,P0302,4,85024,3
I10162,O02832,P0065,-3,26973,0
I10163,O03859,P0367,1,54550,34
I10164,O02037,P0363,3,41038,17
I10165,O00845,P0053,1,74869,25
I10166,O04159,P0229,1,2216,28
I10167,O00047,P0076,4,15111,13
I10168,O02582,P0181,2,38744,32
I10169,O02652,P0293,3,8713,21
I10170,O01272,P0388,2,58830,23
I10171,O04081,P0081,2,60658,16
I10172,O04303,P0269,5,64290,20
I10173,O03728,P0357,3,6916,33
I10174,O03135,P0277,4,91820,11
I10175,O02633,P0221,2,96089,14
I10176,O02822,P0454,1,41928,6
I10177,O03276,P0467,1,54817,27
I10178,O04211,P0053,3,49731,34
I10179,O03949,P0419,2,25706,30
I10180,O02826,P0298,1,74553,6
I10181,O03641,P0251,1,66012,21
I10182,O03902,P0292,5,65561,17
I10183,O04929,P0115,2,2955,26
I10184,O00030,P0085,4,9749,21
I10185,O00554,P0480,4,1393,32
I10186,O04939,P0469,5,1833,29
I10187,O04571,P0059,4,61765,32
I10188,O02867,P0076,1,84022,2
I10189,O04769,P0020,2,60206,35
I10190,O00896,P0457,5,6304,27
I10191,O01381,P0395,1,39666,8
I10192,O01931,P0236,2,14663,18
I10193,O03583,P0222,1,71273,8
I10194,O00029,P0199,3,71716,0
I10195,O00768,P0024,3,14590,26
I10196,O02264,P0180,4,74587,1
I10197,O04032,P0437,2,8085,13
I10198,O04194,P0020,2,3648,32
I10199,O01598,P0458,2,51909,10
I10200,O00611,P0323,3,70515,0
I10201,O03188,P0321,4,63691,26
I10202,O03110,P0333,1,61228,4
I10203,O01383,P0117,3,21768,34
I10204,O02084,P0285,3,26827,14
I10205,O03389,P0396,5,59911,29
I10206,O02912,P0249,3,2234,36
I10207,O04760,P0049,4,83546,31
I10208,O04921,P0395,5,69105,36
I10209,O04383,P0001,5,71459,6
I10210,O01886,P0416,5,32660,19
I10211,O04864,P0181,5,26640,35
I10212,O02435,P0163,2,34191,3
I10213,O03008,P0230,2,54033,40
I10214,O04427,P0078,2,39052,38
I10215,O03740,P0352,2,41607,14
I10216,O01682,P0022,3,25045,26
I10217,O03224,P0284,3,93210,31
I10218,O04351,P0473,4,85295,24
I10219,O00669,P0129,2,78002,13
I10220,O04654,P0299,5,50705,38
I10221,O00437,P0323,5,88099,22
I10222,O03057,P0393,1,9690,4
I10223,O02820,P0179,4,58005,5
I10224,O04677,P0125,3,57251,2
I10225,O02729,P0475,3,25140,6
I10226,O04032,P0291,3,2204,3
I10227,O03134,P0190,4,9415,7
I10228,O04174,P0244,5,39053,39
I10229,O00605,P0141,4,39261,36
I10230,O02062,P0066,3,23294,28
I10231,O02101,P0040,3,25065,4
I10232,O01866,P0466,2,76693,7
I10233,O02603,P0284,4,30659,12
I10234,O04000,P0423,2,1676,37
I10235,O02579,P0337,5,8633,10
I10236,O02718,P0126,4,68956,29
I10237,O03145,P0302,5,67804,3
I10238,O02343,P0089,3,44083,31
I10239,O02631,P0443,4,24279,27
I10240,O02355,P0383,4,82899,34
I10241,O04962,P0053,4,68926,20
I10242,O04351,P0002,2,49129,22
I10243,O02599,P0007,5,96448,31
I10244,O00007,P0417,4,41330,12
I10245,O04400,P0080,2,75787,22
I10246,O02817,P0430,2,31534,29
I10247,O00283,P0321,1,75816,29
I10248,O04491,P0080,1,2191,14
I10249,O01590,P0062,4,96954,6
I10250,O01584,P0324,2,36664,2
I10251,O03668,P0027,1,44661,3
I10252,O03405,P0412,5,85073,24
I10253,O03846,P0483,4,54942,6
I10254,O04699,P0181,1,93904,27
I10255,O02849,P0157,1,37922,32
I10256,O04948,P0435,2,9206,25
I10257,O03425,P0064,3,75428,15
I10258,O04415,P0432,2,54821,6
I10259,O03337,P0156,1,9782,1
I10260,O01808,P0272,-3,59962,21
I10261,O00634,P0301,1,77427,31
I10262,O02165,P0198,4,87256,10
I10263,O01057,P0040,2,87525,13
I10264,O01257,P0284,4,52679,21
I10265,O00914,P0294,5,80663,16
I10266,O03988,P0053,4,98442,12
I10267,O04694,P0242,4,24353,23
I10268,O03152,P0198,4,42077,40
I10269,O00980,P0160,3,96432,17
I10270,O00629,P0027,3,82810,33
I10271,O04446,P0415,1,987,18
I10272,O00081,P0107,2,53365,1
I10273,O04468,P0049,2,3512,30
I10274,O02936,P0471,3,40464,28
I10275,O03995,P0242,2,65232,39
I10276,O04154,P0498,2,14922,14
I10277,O03184,P0129,2,13586,35
I10278,O02630,P0372,1,28337,6
I10279,O03785,P0233,2,53311,4
I10280,O02735,P0115,2,61756,22
I10281,O00614,P0422,1,41722,24
I10282,O04503,P0251,1,68348,22
I10283,O03873,P0260,2,32582,5
I10284,O03028,P0382,-5,77381,4
I10285,O02440,P0363,2,86557,16
I10286,O04636,P0005,1,15672,39
I10287,O00320,P0262,2,81317,19
I10288,O00411,P0263,1,55541,2
I10289,O00519,P0144,3,51426,10
I10290,O01493,P0365,4,74791,10
I10291,O01719,P0488,5,53768,28
I10292,O04859,P0486,2,85636,35
I10293,O04156,P0335,2,94875,20
I10294,O01994,P0165,4,82080,28
I10295,O01024,P0267,4,12255,14
I10296,O04918,P0054,1,80836,23
I10297,O00829,P0293,3,26237,19
I10298,O00861,P0192,1,43426,28
I10299,O04384,P0431,4,63286,32
I10300,O03240,P0167,5,34497,11
I10301,O02596,P0215,2,22923,1
I10302,O04647,P0383,1,48291,29
I10303,O01525,P0440,4,65168,40
I10304,O04208,P0333,1,76400,26
I10305,O02729,P0051,3,8939,25
I10306,O01311,P0437,4,87121,28
I10307,O03832,P0249,1,17611,22
I10308,O01246,P0185,2,40471,5
I10309,O01780,P0118,1,83355,34
I10310,O00475,P0036,4,28052,25
I10311,O02515,P0396,3,87598,36
I10312,O02421,P0240,5,64303,17
I10313,O04230,P0480,2,95102,37
I10314,O02772,P0343,5,21769,22
I10315,O00390,P0132,4,29578,14
I10316,O02822,P0348,1,20144,0
I10317,O04113,P0475,4,19464,2
I10318,O02757,P0254,3,49766,28
I10319,O02618,P0172,4,95826,33
I10320,O04920,P0046,2,51229,17
I10321,O02119,P0085,1,16574,7
I10322,O00653,P0028,4,4684,23
I10323,O02750,P0394,1,54300,37
I10324,O03801,P0111,2,98288,17
I10325,O04780,P0030,3,15436,30
I10326,O00471,P0256,2,5896,1
I10327,O04435,P0068,4,24533,15
I10328,O02543,P0170,3,31532,25
I10329,O02584,P0468,2,28523,12
I10330,O00094,P0420,4,35558,23
I10331,O00522,P0038,5,3178,29
I10332,O04983,P0312,3,90313,37
I10333,O03307,P0074,5,59821,32
I10334,O03335,P0296,2,42482,18
I10335,O04250,P0090,1,82852,38
I10336,O04646,P0201,4,34302,3
I10337,O02117,P0202,3,38741,5
I10338,O04430,P0482,3,90935,32
I10339,O03692,P0222,4,47394,32
I10340,O03387,P0436,5,61346,24
I10341,O00846,P0161,2,84175,6
I10342,O03831,P0336,5,24983,37
I10343,O03654,P0043,5,76877,31
I10344,O03451,P0259,4,60790,2
I10345,O03739,P0265,5,18511,3
I10346,O04627,P0053,3,37866,36
I10347,O00454,P0012,1,28624,2
I10348,O01871,P0482,1,61280,18
I10349,O02310,P0046,2,6591,40
I10350,O03180,P0493,2,79663,15
I10351,O03057,P0251,1,16141,38
I10352,O00414,P0061,2,78618,0
I10353,O00247,P0232,1,62660,32
I10354,O00269,P0006,2,21507,4
I10355,O02446,P0127,2,49276,3
I10356,O02270,P0110,3,9450,28
I10357,O00470,P0392,1,37615,26
I10358,O04862,P0143,5,60920,26
I10359,O02162,P0235,2,1793,18
I10360,O03829,P0125,5,99902,20
I10361,O01555,P0008,4,75476,20
I10362,O00852,P0387,5,23668,0
I10363,O02498,P0074,4,70521,11
I10364,O03867,P0116,1,26757,24
I10365,O01613,P0455,5,1269,8
I10366,O03451,P0103,5,20873,2
I10367,O00011,P0369,3,35743,5
I10368,O03296,P0031,-1,66602,12
I10369,O01012,P0290,4,57937,12
I10370,O00339,P0489,4,89250,19
I10371,O03310,P0258,2,23238,3
I10372,O02470,P0464,4,77705,33
I10373,O01360,P0255,4,83054,18
I10374,O04837,P0125,3,25372,19
I10375,O03449,P0365,1,45080,38
I10376,O03635,P0339,1,97401,32
I10377,O00951,P0348,2,75751,34
I10378,O02640,P0028,2,38392,8
I10379,O04717,P0205,5,95043,19
I10380,O04444,P0451,3,24554,18
I10381,O03181,P0096,5,12330,4
I10382,O03835,P0220,4,80613,5
I10383,O03709,P0471,2,62629,10
I10384,O04116,P0254,4,83201,3
I10385,O04041,P0400,5,87205,28
I10386,O01324,P0436,2,67091,31
I10387,O04563,P0376,2,92355,27
I10388,O00691,P0212,2,98857,17
I10389,O02995,P0433,-4,37121,24
I10390,O00241,P0474,1,89149,19
I10391,O04133,P0177,5,86007,30
I10392,O01949,P0095,3,42391,19
I10393,O04576,P0444,2,69381,25
I10394,O04892,P0460,4,62966,11
I10395,O03058,P0281,1,82648,5
I10396,O04961,P0361,4,59689,25
I10397,O01071,P0102,2,7061,16
I10398,O04855,P0069,2,60141,26
I10399,O01331,P0470,2,11810,38
I10400,O04277,P0277,5,69762,40
I10401,O01693,P0251,1,89026,13
I10402,O04576,P0058,3,1511,36
I10403,O00538,P0500,4,91561,37
I10404,O01499,P0073,2,68453,1
I10405,O01242,P0017,-4,35050,28
I10406,O04249,P0172,5,73208,38
I10407,O00906,P0382,4,16404,30
I10408,O03336,P0318,1,65135,7
I10409,O02695,P0340,2,80446,17
I10410,O02872,P0223,3,28916,27
I10411,O04661,P0318,1,48498,18
I10412,O04687,P0097,1,91274,20
I10413,O00877,P0290,5,53664,2
I10414,O02599,P0207,1,95418,23
I10415,O00108,P0211,1,90557,29
I10416,O02996,P0233,1,98357,34
I10417,O04366,P0309,1,72670,3
I10418,O04416,P0339,3,70807,36
I10419,O02791,P0179,5,40218,13
I10420,O00420,P0332,5,83869,3
I10421,O01879,P0365,1,738,24
I10422,O04785,P0468,4,78179,36
I10423,O00355,P0281,4,47299,0
I10424,O00557,P0298,2,20078,1
I10425,O03782,P0385,4,89444,16
I10426,O03829,P0073,5,24851,0
I10427,O02244,P0374,5,55052,10
I10428,O03958,P0173,3,17909,31
I10429,O04443,P0095,2,67970,34
I10430,O02260,P0288,5,48531,11
I10431,O03273,P0411,3,71235,12
I10432,O00495,P0108,1,51007,13
I10433,O03584,P0468,3,95722,40
I10434,O03021,P0075,1,64979,28
I10435,O04911,P0016,2,28701,16
I10436,O02870,P0414,4,30951,18
I10437,O02557,P0042,3,77686,0
I10438,O00678,P0405,3,961,1
I10439,O04255,P0395,-2,80683,30
I10440,O01200,P0429,5,14502,40
I10441,O04594,P0223,2,97943,34
I10442,O04836,P0096,2,83322,38
I10443,O03601,P0333,1,17697,11
I10444,O00068,P0447,3,96136,2
I10445,O01700,P0120,2,11494,23
I10446,O03626,P0027,1,26108,19
I10447,O03301,P0396,4,59117,9
I10448,O00427,P0239,-1,88634,16
I10449,O02922,P0100,4,76458,13
I10450,O00276,P0319,1,46214,33
I10451,O01672,P0137,4,11072,22
I10452,O00279,P0050,3,14579,35
I10453,O03438,P0284,4,9400,29
I10454,O04248,P0040,5,97663,37
I10455,O02738,P0209,5,56365,19
I10456,O00681,P0460,2,30304,14
I10457,O04860,P0068,-4,29939,36
I10458,O04576,P0384,1,44466,32
I10459,O01500,P0468,3,24943,22
I10460,O04081,P0489,3,67535,15
I10461,O04954,P0300,2,1646,7
I10462,O04792,P0361,1,87352,2
I10463,O02968,P0261,1,25350,40
I10464,O04605,P0145,1,39509,4
I10465,O04703,P0363,1,43184,39
I10466,O02220,P0448,1,60275,30
I10467,O03990,P0220,4,88827,35
I10468,O04604,P0088,2,54588,1
I10469,O00507,P0480,3,22165,33
I10470,O01304,P0224,1,39284,12
I10471,O02621,P0284,2,9311,30
I10472,O03544,P0158,4,60735,38
I10473,O04473,P0499,5,91275,13
I10474,O00379,P0308,5,4996,33
I10475,O01341,P0057,4,72656,8
I10476,O01303,P0157,5,29340,10
I10477,O01488,P0368,5,91085,6
I10478,O01635,P0320,1,14105,30
I10479,O01179,P0462,4,55176,18
I10480,O04357,P0299,2,87798,31
I10481,O00775,P0316,1,8148,14
I10482,O04366,P0189,5,37564,20
I10483,O00883,P0416,2,52691,32
I10484,O03391,P0084,3,90418,29
I10485,O03587,P0175,5,72653,20
I10486,O03397,P0251,2,42125,2
I10487,O02433,P0071,4,5730,31
I10488,O03876,P0262,1,65552,32
I10489,O02893,P0147,-5,91254,21
I10490,O00190,P0054,3,68087,5
I10491,O01549,P0201,5,29304,25
I10492,O03562,P0312,3,29751,7
I10493,O04555,P0299,3,23730,17
I10494,O03308,P0454,1,83763,19
I10495,O03992,P0165,3,67992,13
I10496,O01493,P0369,4,9137,4
I10497,O00108,P0212,5,61346,19
I10498,O02258,P0329,5,17010,10
I10499,O02444,P0499,2,30364,40
I10500,O01165,P0477,2,95153,27
I10501,O04037,P0264,1,99540,29
I10502,O04919,P0371,4,22794,3
I10503,O00442,P0382,1,4862,36
I10504,O02820,P0291,4,45870,40
I10505,O00015,P0460,3,32643,4
I10506,O01749,P0162,1,35330,16
I10507,O02156,P0216,5,24740,19
I10508,O01953,P0057,3,30557,36
I10509,O01912,P0203,3,4012,11
I10510,O03615,P0248,3,9339,21
I10511,O01779,P0307,3,42580,32
I10512,O00287,P0248,5,14010,37
I10513,O01693,P0117,5,96333,40
I10514,O00488,P0254,3,33793,32
I10515,O01527,P0290,3,42120,20
